S_vals,I_vals,R_vals
999.0,1.0,0.0
998.9982512941523,1.0017485378584887,1.6798923134585978e-7
998.9807628998726,1.0192168069267968,2.0293200525213473e-5
998.805745336799,1.1922008044829036,0.0020538587180719808
998.3019347384318,1.6720950031894257,0.025970258378739425
997.3580522782606,2.5037223561129878,0.13822536562633
995.9062224223653,3.630600265500674,0.463177312133873
993.8801298761384,4.9456983576293965,1.174171766232149
991.0741170741705,6.382100748972536,2.543782176856812
987.3342453682112,7.800185376265667,4.865569255523039
982.4226645471167,9.105955922280824,8.471379530602453
976.0910594638658,10.251361877292695,13.65757865884151
967.9821560349226,11.268664008463519,20.749179956613926
957.6093438701953,12.243175442854962,30.147480686949766
944.244661983567,13.287308597026612,42.468029419406456
926.8788401894993,14.511306938414421,58.60985287208631
904.4229357412582,15.99142680202763,79.58563745671412
876.6015199915598,17.707884057102127,105.69059595133805
843.978805299575,19.55850433604613,136.46269036437891
807.110049286237,21.424485644150646,171.46546506961243
766.9639458699642,23.156458494831153,209.87959563520465
724.8741749783642,24.595158927563695,250.53066609407213
682.5474042595297,25.59743990250486,291.8551558379654
641.8287339369857,26.076068282239838,332.0951977807744
604.2992147959617,26.032013190422592,369.6687720136157
571.4381253389955,25.571856734504777,402.9900179264997
544.0623160545622,24.905125674337476,431.0325582711003
522.3797933360695,24.30964719856125,453.3105594653693
505.94590677226,24.071847413643503,469.98224581409653
493.87207646329847,24.426127752684756,481.70179578401684
485.0550846163448,25.51203203666794,489.4328833469873
478.4184428496103,27.364313559908144,494.21724359048164
473.0688848499281,29.933444088607644,496.9976710614643
468.36044610806425,33.121582853095724,498.51797103884013
463.8802937719335,36.81739243306621,499.3023137950003
459.3966102384685,40.91792537065178,499.68546439087976
454.8009909021189,45.33554212449858,499.8634669733825
450.0631354801982,49.994290622342405,499.94257389745945
445.1978831638201,54.82562134664124,499.97649548953865
440.2331597433147,59.77612647353103,499.9907137831543
435.16933204492403,64.83402614312129,499.99664181195465
429.9279777600089,70.07287228082247,499.9991499591686
424.31814475928655,75.68160927269751,500.0002459680159
418.06715189840986,81.93209797898969,500.0007501226005
410.8219045029567,89.17708346733049,500.0010120297128
402.08415420765334,97.91465538852184,500.0011904038248
391.2432108988807,108.75542787012559,500.0013612309937
377.4455076839985,122.55292516170722,500.0015671542943
361.5123625821935,138.4858270176643,500.0018104001423
346.74740457486763,153.25055014183746,500.00204528329493
335.43353744239744,164.56423119029233,500.00223136731023
324.3466183045802,175.65096168467514,500.0024200107447
313.37729234052773,186.62009446377226,500.00261319570006
302.65717381294957,197.3400175146463,500.0028086724041
292.2987091955131,207.69828655479367,500.0030042496933
282.3462380818731,217.6505631240795,500.0031987940475
272.78472110446995,227.21188663706482,500.0033922584653
263.57185660621553,236.42455820108606,500.00358519269844
254.66600365633028,245.33021812057075,500.00377822309895
246.04007168015684,253.95595658039173,500.0039717394514
237.68236037651045,262.31347379595434,500.0041658275352
229.5903483117164,270.40529132341095,500.00436036487264
221.76384033035043,278.23160451208133,500.00455515756823
214.20048767966927,285.7947622733896,500.0047500469411
206.89444969948454,293.1006053462696,500.00494495424584
199.8372547940031,300.15760533394456,500.00513987205244
193.0194131222087,306.9752520474873,500.0053348303041
186.43172657578535,313.56274356117973,500.00552986303495
180.06590127074716,319.9283737400135,500.0057249892394
173.91455506228348,326.07952472844113,500.00592020927553
167.9709224730387,332.02296201598904,500.00611551097234
162.22853246654344,337.76515665511937,500.0063108783373
156.68100615587275,343.31248754609584,500.00650629803147
151.32199779916706,348.67130043888,500.006701761953
146.14523311715192,353.847869616286,500.0068972665622
141.14457637559707,358.84833081358465,500.00709281081834
136.31408428185273,363.67862732400476,500.00728839414256
131.6480250721292,368.34449091247194,500.0074840153989
127.14087765207202,372.8514426753848,500.00767967254325
122.78731492141146,377.20480971564456,500.00787536294405
118.58218418132802,381.4097447347363,500.00807108393576
114.52049570109062,385.4712374658013,500.0082668331081
110.59741451227481,389.39412287922386,500.00846260850136
106.8082586537489,393.1830829377448,500.00865840850634
103.14849713034388,396.84264863789747,500.0088542317586
99.61374767754734,400.3772022454284,500.00905007702426
96.19977329266058,403.79098076420263,500.00924594313676
92.90247826137502,407.08807990966517,500.0094418289598
89.71790342328094,410.27245884332234,500.00963773339674
86.64222149786647,413.34794484672534,500.0098336554082
83.67173271225893,416.318237693719,500.01002959402206
80.80286053424948,419.1869139174041,500.01022554834645
78.03214789695002,421.95743058549067,500.0104215175594
75.35625350174844,424.63312899735325,500.0106175008984
72.77194804977583,427.2172384525619,500.01081349766235
70.27611093843869,429.71287955437583,500.01100950718563
67.86572672456077,432.1230677466044,500.0112055288349
65.53788143380655,434.4507170041649,500.01140156202865
63.28975951312862,436.6986428806587,500.0115976062128
61.11864074748061,438.86956559167515,500.0117936608444
59.0218964898517,440.9661137847016,500.0119897254469
56.99698538890222,442.99082881136036,500.01218579973755
55.04145194761755,444.94616616888106,500.0123818835015
53.15292840545131,446.8344936184547,500.0125779760941
51.329126949402145,448.65809897369064,500.0127740769073
49.567836222469225,450.4191935920646,500.0129701854663
47.86691893449378,452.11991476407917,500.01316630142713
46.22431003592682,453.7623275395599,500.0133624245133
44.63801482239897,455.3484266231453,500.0135585544558
43.10610659166254,456.8801387173492,500.0137546909883
41.626724348665014,458.3593248174895,500.01395083384557
40.19807056431041,459.78778245292455,500.01414698276506
38.818409171452046,461.16724769108276,500.0143431374653
37.48606315269537,462.4993975496133,500.0145392976914
36.19941266518824,463.78585187161275,500.0147354631991
34.95689295226302,465.028175413958,500.01493163377904
33.75699257206298,466.2278796186921,500.015127809245
32.598251961003484,467.38642404962496,500.0153239893716
31.479261100077508,468.50521872593254,500.01552017399
30.398658257241856,469.58562537984164,500.0157163629165
29.355128219911077,470.6289592241153,500.01591255597367
28.347400795793604,471.63649045123253,500.0161087529739
27.374248963637307,472.6094460825799,500.0163049537828
26.43448780516085,473.5490110365986,500.01650115824054
25.526972870829272,474.45632976296895,500.01669736620175
24.65059874191308,475.3325076805363,500.01689357755055
23.804297977216716,476.1786122306444,500.01708979213885
22.987039567020076,476.99567442313764,500.0172860098422
22.197827784228775,477.7846899852315,500.01748223053966
21.435700956816966,478.54662058906354,500.01767845411945
20.699730330509404,479.282394989017,500.01787468047365
19.98901900930532,479.99291008121503,500.0180709094798
19.30270073976174,480.6790321192026,500.0182671410358
18.63993888444145,481.3415977405019,500.01846337505674
17.999925508546408,481.98141488000755,500.01865961144614
17.381880358699654,482.5992637911935,500.0188558501069
16.78504984205877,483.19589806697525,500.01905209096606
16.20870620101199,483.77204546504015,500.0192483339479
15.652146664249596,484.3284087567891,500.0194445789613
15.11469244441434,484.8656667296338,500.0196408259519
14.595688164522887,485.38447476066517,500.019837074812
14.094500805285694,485.8854658692411,500.02003332547326
13.610519043258149,486.36925137887215,500.02022957786977
13.14315244207262,486.83642172596103,500.0204258319664
12.691830887137579,487.2875470251658,500.02062208769667
12.256003815523249,487.72317783948466,500.0208183449921
11.835139565244598,488.14384583098234,500.02101460377304
11.428724636990292,488.5500644990181,500.0212108639916
11.03626309776964,488.94232977660715,500.02140712562317
10.65727609929362,489.3211205120999,500.02160338860637
10.291301201732354,489.6868991453806,500.02179965288695
9.937891826678715,490.04011225491087,500.0219959184104
9.5966166814793,490.38119113338,500.0221921851407
9.267059272601069,490.7105522743587,500.02238845304026
8.948817429222336,491.0285978487273,500.0225847220504
8.641502737442893,491.3357162704204,500.02278099213675
8.344740141036132,491.6322825957197,500.0229772632443
8.058167375812737,491.91865908881806,500.0231735353692
7.781434675146283,492.1951955163912,500.0233698084625
7.514204252875157,492.4622296646357,500.0235660824892
7.256149901973548,492.7200877406034,500.0237623574231
7.006956605331923,492.969084761426,500.0239586332421
6.766320205395812,493.2095248847204,500.02415490988386
6.533946939745854,493.44170187293486,500.0243511873193
6.30955312436297,493.6658994101147,500.02454746552235
6.0928647989377165,493.8823914565842,500.02474374447814
5.883617426584265,494.0914425492625,500.02494002415324
5.681555506107263,494.29330818933624,500.02513630455655
5.48643238595205,494.4882350284298,500.0253325856182
5.298009830741586,494.67646130194237,500.02552886731604
5.116057765931626,494.8582170844221,500.0257251496463
4.940354048810317,495.0337245186221,500.02592143256766
4.770684117259198,495.2031981666516,500.0261177160893
4.606840802199533,495.3668451976111,500.0263140001895
4.4486240623968225,495.5248656527777,500.0265102848256
4.2958407001052645,495.6774527299117,500.0267065699832
4.14830416020508,495.824792984161,500.0269028556341
4.005834274977854,495.96706658324956,500.02709914177274
3.86825708478209,496.10444748685666,500.02729542836136
3.735404571730166,496.23710371286427,500.0274917154057
3.607114494782724,496.36519750231713,500.02768800290033
3.48323017574064,496.48888553340726,500.0278842908523
3.363600349618803,496.60831907116744,500.0280805792139
3.248078930424325,496.7236442016173,500.0282768679586
3.1365248509031023,496.83500199204445,500.02847315705264
3.0288018558351983,496.9425286976467,500.0286694465183
2.9247783894747297,497.0463558741849,500.0288657363406
2.824327412793564,497.1466105607018,500.02906202650485
2.7273262430213943,497.2434154399715,500.02925831700736
2.633656423971502,497.3368889682139,500.02945460781496
2.5432035503597645,497.4271455507124,500.0296508989281
2.4558571486760443,497.51429566098375,500.0298471903405
2.371510542422601,497.5984459755404,500.03004348203723
2.2900607059782456,497.67969951998947,500.03023977403257
2.211408172182099,497.7581557615281,500.03043606629006
2.1354568782562278,497.83391076294447,500.0306323587995
2.0621140604107078,497.90705728804016,500.0308286515494
1.9912901363788607,497.9776849190827,500.0310249445387
1.922898601584968,498.04588016065287,500.03122123776245
1.8568559236817528,498.1117265451079,500.03141753121065
1.7930814323416842,498.17530474276555,500.03161382489304
1.7314972382420586,498.23669264297223,500.031810118786
1.6720281287155987,498.2959654584275,500.03200641285724
1.6146014646307472,498.3531958282655,500.03220270710403
1.559147093526315,498.40845390492177,500.0323990015521
1.5055972864741822,498.4618074173495,500.03259529617657
1.453886632996646,498.5133217760246,500.03279159097895
1.40395197241235,498.5630601416405,500.03298788594736
1.35573230691028,498.61108351199533,500.0331841810946
1.3091687464892412,498.6574507771318,500.0333804763791
1.2642044086681108,498.7022188195105,500.0335767718216
1.2207843686518856,498.7454425639226,500.0337730674257
1.1788555917257453,498.78717504509683,500.0339693631776
1.1383668653479622,498.8274674755941,500.03416565905815
1.099268734039983,498.8663693109053,500.034361955055
1.0615134369319863,498.90392831189314,500.0345582511751
1.0250548573199518,498.94019059527506,500.0347545474052
0.9898484566284252,498.975200699609,500.0349508437629
0.955851227720644,499.0090016320227,500.0351471402569
0.9230216443134607,499.0416349188128,500.03534343687403
0.891319607635508,499.0731406587739,500.0355397335909
0.8607063913123324,499.1035575782751,500.03573603041286
0.8311446045586632,499.1329230681334,500.0359323273083
0.8025981326242494,499.1612732430769,500.0361286242992
0.775032104884721,499.1886429737332,500.0363249213824
0.7484128482177331,499.215065933227,500.03652121855555
0.7227078459488996,499.2405746382352,500.0367175158162
0.697885696579165,499.2652004902466,500.0369138131745
0.6739160804337895,499.2889738089527,500.0371101106138
0.6507697190935985,499.3119238727904,500.03730640811636
0.6284183367651458,499.33407895754664,500.03750270568855
0.6068346276817453,499.35546636897067,500.0376990033479
0.5859922270535901,499.3761124718632,500.03789530108344
0.5658656744377848,499.396042726668,500.03809159889454
0.5464303866566778,499.4152817165924,500.0382878967513
0.5276626199848791,499.4338531853432,500.0384841946723
0.5095394490703127,499.4517800582835,500.0386804926466
0.4920387339162779,499.46908447539926,500.03887679068487
0.47513909650359626,499.48578781471633,500.03907308878047
0.45881989231182224,499.5019107207536,500.039269386935
0.4430611852467075,499.51747312959554,500.0394656851582
0.427843726386279,499.5324942901859,500.03966198342823
0.41314892719848534,499.5469927910709,500.03985828173103
0.3989588351189118,499.56098658479607,500.0400545800855
0.38525611740582494,499.574493004129,500.0402508784656
0.37202403254654287,499.5875287905498,500.040447176904
0.35924641716384986,499.6001101074486,500.0406434753879
0.3469076617441395,499.61225256433255,500.04083977392366
0.3349926948977551,499.6239712326179,500.04103607248464
0.3234869601246462,499.63528066878655,500.0412323710892
0.3123764021217085,499.6461949281435,500.0414286697352
0.30164744871811683,499.65672758286934,500.04162496841286
0.2912869935626411,499.6668917393198,500.0418212671179
0.2812823795240971,499.67670005461235,500.0420175658639
0.27162138465400465,499.6861647506899,500.04221386465645
0.26229220779601886,499.6952976287245,500.04241016347976
0.25328345224433835,499.7041100854202,500.04260646233575
0.24458411367136051,499.7126131251244,500.04280276120454
0.23618356379529237,499.7208173760953,500.0429990601097
0.22807154142057148,499.72873309955287,500.0431953590268
0.22023813599414566,499.73637020603167,500.04339165797444
0.21267377875857654,499.74373826430565,500.04358795693605
0.20536922797835788,499.75084651608427,500.0437842559376
0.1983155602257841,499.75770388479145,500.043980554983
0.19150415933696618,499.76431898661,500.0441768540532
0.1849267044724558,499.77070014238205,500.04437315314567
0.17857516129571632,499.77685538646944,500.044569452235
0.1724417704415502,499.78279247823355,500.04476575132503
0.16651903858884212,499.7885189109757,500.0449620504356
0.16079972976221032,499.7940419206486,500.04515834958926
0.1552768575808045,499.7993684936467,500.04535464877256
0.14994367585242327,499.804505376186,500.04555094796166
0.14479366928646964,499.8094590835524,500.0457472471612
0.13982054599496635,499.81423590761347,500.04594354639164
0.13501823143549077,499.81884192294103,500.04613984562354
0.13038085836798485,499.82328299675004,500.04633614488205
0.12590276195360653,499.827564793891,500.04653244415545
0.12157847184372164,499.83169278472207,500.0467287434343
0.11740270523833543,499.8356722520376,500.0469250427241
0.1133703607530859,499.8395082972143,500.0471213420327
0.10947651244770368,499.8432058461958,500.0473176413566
0.10571640352630042,499.84676965577944,500.04751394069444
0.1020854405345032,499.85020431941916,500.04771024004646
0.09857918775520128,499.85351427283,500.04790653941495
0.09519336179614445,499.85670379940035,500.0481028388037
0.09192382678804271,499.85977703501993,500.0482991381922
0.0887665884422778,499.86273797397024,500.0484954375875
0.0857177898459951,499.8655904731686,500.0486917369855
0.08277370652828342,499.8683382570887,500.0488880363831
0.07993074154583746,499.8709849226492,500.04908433580505
0.07718542222834733,499.8735339425465,500.04928063522516
0.07453439443401719,499.8759886708951,500.0494769346709
0.07197441991031314,499.8783523459709,500.04967323411876
0.06950237109741547,499.88062809531687,500.04986953358576
0.06711522832846831,499.88281893862074,500.0500658330508
0.0648100751617914,499.88492779230506,500.05026213253313
0.06258409591417681,499.88695747208465,500.0504584320011
0.06043457100349249,499.88891069752026,500.05065473147624
0.058358874268974424,499.89079009475,500.050851030981
0.05635447028378318,499.89259819922927,500.0510473304869
0.05441891041232073,499.89433745959525,500.05124362999237
0.05254982998902917,499.896010240501,500.05143992950997
0.05074494580448175,499.8976188251687,500.0516362290269
0.04900205304946794,499.89916541841916,500.0518325285314
0.04731902218697636,499.90065214974845,500.0520288280646
0.04569379727370891,499.9020810751099,500.05222512761645
0.04412439306706959,499.9034541797684,500.0524214271646
0.042608892289160046,499.9047733809975,500.0526177267134
0.04114544351191738,499.90604053022,500.05281402626815
0.03973225898787433,499.9072574151905,500.05301032582173
0.03836761227365512,499.90842576234564,500.05320662538077
0.03704983630892667,499.90954723875166,500.05340292493946
0.035777321117547466,499.91062345436364,500.0535992245189
0.03454851226960811,499.911655963629,500.0537955241015
0.03336190863218235,499.91264626768464,500.0539918236833
0.03221606062515953,499.9135958161138,500.05418812326116
0.031109568379493437,499.91450600877533,500.05438442284526
0.030041080179074135,499.91537819738755,500.0545807224335
0.02900929066344027,499.91621368729955,500.0547770220371
0.028012939439387992,499.9170137389187,500.054973321642
0.02705080939382852,499.91777956937176,500.0551696212345
0.02612172508761684,499.91851235408507,500.05536592082734
0.02522455145807774,499.9192132281081,500.0555622204339
0.024358192544536406,499.9198832874138,500.0557585200417
0.02352158991264514,499.9205235904225,500.05595481966503
0.022713721643122426,499.9211351590778,500.0561511192792
0.021933600701645586,499.9217189803861,500.0563474189123
0.02118027425802618,499.9222760072276,500.05654371851443
0.020452821857340785,499.9228071600152,500.05674001812747
0.019750354855982748,499.92331332740275,500.0569363177413
0.01907201508320381,499.9237953675575,500.05713261735934
0.01841697380100427,499.9242541092008,500.0573289169983
0.017784430863130408,499.9246903525008,500.0575252166361
0.017173613517997077,499.92510487020496,500.0577215162772
0.016583775593995403,499.9254984084931,500.057917815913
0.016014196507566435,499.92587168794404,500.05811411554856
0.01546418042537232,499.9262254043857,500.05831041518906
0.014933055414243245,499.92656022974603,500.0585067148399
0.014420172686708102,499.92687681283275,500.0587030144808
0.013924905636594063,499.9271757802329,500.05889931413066
0.013446649276626588,499.9274577369538,500.05909561376984
0.012984819333434832,499.92772326726214,500.05929191340465
0.012538851573647477,499.92797293537177,500.0594882130548
0.012108201230945706,499.92820728606813,500.0596845127011
0.011692342218101809,499.9284268454444,500.0598808123378
0.011290766437605994,499.9286321215646,500.060077111998
0.010902983350126265,499.92882360498675,500.06027341166333
0.010528519236192148,499.9290017694356,500.0604697113285
0.010166916645521952,499.92916707236657,500.06066601098814
0.009817733838362527,499.9293199555244,500.06086231063745
0.009480544224242346,499.92946084549135,500.06105861028465
0.009154935865787873,499.9295901541964,500.0612549099381
0.008840510995669388,499.9297082794113,500.06145120959326
0.008536885468298002,499.92981560526,500.06164750927195
0.008243688392007507,499.9299125026513,500.0618438089569
0.007960561629258595,499.92999932975283,500.0620401086181
0.007687159268194436,499.9300764324543,500.0622364082776
0.007423147297880095,499.9301441447575,500.0624327079449
0.007168203213404016,499.9302027891838,500.062629007603
0.006922015552687974,499.9302526771858,500.0628253072617
0.006684283567673384,499.93029410951505,500.06302160691746
0.006454716824619477,499.9303273765954,500.06321790658006
0.006233034880448079,499.9303527588732,500.0634142062465
0.0060189669238011065,499.9303705271628,500.0636105059135
0.005812251417723827,499.93038094297805,500.0638068056043
0.005612635874553531,499.93038425884856,500.064003105277
0.00541987639998377,499.9303807186323,500.0641994049678
0.005233737539885779,499.93037055781207,500.0643957046481
0.00505399190120173,499.9303540037835,500.0645920043154
0.004880419878507608,499.93033127612847,500.0647883039931
0.004712809432594201,499.9303025868885,500.06498460367897
0.004550955827450573,499.93026814082805,500.0651809033446
0.0043946613165916,499.93022813566967,500.06537720301384
0.0042437349666384966,499.930182762349,500.06557350268446
0.004097992392560273,499.93013220524006,500.06576980236747
0.003957255561031165,499.9300766423912,500.06596610204787
0.003821352543699575,499.9300162457327,500.06616240172366
0.00369011731717086,499.9299511812899,500.066358701393
0.0035633895521411984,499.9298816093808,500.0665550010672
0.003441014434549969,499.9298076848212,500.06675130074433
0.0033228424674945057,499.9297295571098,500.06694760042285
0.0032087292886186403,499.92964737061044,500.06714390010103
0.0030985354867799444,499.9295612647229,500.0673401997904
0.002992126459980164,499.9294713740767,500.0675364994635
0.0028893722017191144,499.92937782865374,500.06773279914466
0.0027901471909132732,499.9292807539896,500.06792909881966
0.0026943302047880173,499.9291802712953,500.0681253985
0.0026018041905543363,499.92907649762503,500.0683216981845
0.002512456121314913,499.92896954601997,500.0685179978588
0.002426176840684319,499.92885952562466,500.0687142975347
0.0023428609471837815,499.92874654184186,500.0689105972111
0.0022624066493179846,499.9286306964381,500.06910689691273
0.0021847156771817432,499.92851208772345,500.0693031965995
0.0021096931156031336,499.9283908106012,500.06949949628336
0.002037247314421003,499.92826695672244,500.0696957959633
0.0019672897625377574,499.92814061457324,500.0698920956644
0.0018997350108935092,499.9280118696427,500.07008839534654
0.0018345005275870949,499.9278808044507,500.0702846950219
0.0017715066119001143,499.9277474986727,500.0704809947155
0.0017106763202769382,499.9276120292923,500.07067729438756
0.0016519353287386036,499.9274744705951,500.0708735940762
0.00159521188131164,499.9273348943511,500.0710698937677
0.0015404366827650024,499.9271933698561,500.0712661934611
0.0014875428244080602,499.9270499640458,500.07146249312984
0.001436465676005129,499.92690474149896,500.07165879282513
0.0013871428467183346,499.9267577646331,500.0718550925203
0.00133951408205097,499.9266090937035,500.0720513922145
0.0012935212026414823,499.9264587869162,500.0722476918813
0.0012491080104656226,499.9263069004177,500.0724439915719
0.0012062202545943801,499.92615348848574,500.07264029125975
0.001164805541768961,499.925998603514,500.0728365909443
0.0011248132758150348,499.9258422960863,500.07303289063793
0.0010861946032875173,499.9256846150696,500.07322919032714
0.0010489023461499264,499.9255256076425,500.0734254900114
0.0010128909445890305,499.9253653193523,500.0736217897031
0.0009781164080164566,499.92520379420307,500.0738180893889
0.0009445362545022821,499.9250410746773,500.0740143890682
0.0009121094592816683,499.9248772017871,500.0742106887536
0.0008807964087211999,499.92471221514666,500.0744069884446
0.0008505588497623096,499.9245461530093,500.0746032881409
0.0008213598431914052,499.92437905231486,500.074799587842
0.0007931637201710262,499.92421094874544,500.0749958875344
0.000765936035163432,499.924041876747,500.0751921872178
0.0007396435257102093,499.92387186958246,500.0753884868919
0.0007142540703247081,499.92370095936053,500.07558478656915
0.0006897366523706819,499.92352917709826,500.07578108624944
0.0006660613205160354,499.92335655274724,500.0759773859322
0.0006431991521440159,499.92318311523053,500.07617368561733
0.0006211222167631701,499.9230088924659,500.0763699853174
0.0005998035457610273,499.92283391143513,500.0765662850191
0.0005792170966420115,499.92265819819426,500.0767625847091
0.0005593377201142316,499.9224817778927,500.0769588843872
0.0005401411285344275,499.9223046747924,500.07715518407906
0.0005216038718067751,499.92212691235665,500.0773514837715
0.0005037033041385199,499.9219485132316,500.0775477834642
0.00048641755848245,499.92176949929757,500.0777440831439
0.00046972551690699355,499.9215898916596,500.0779403828234
0.00045360678692603633,499.9214097106975,500.0781366825155
0.00043804167740894113,499.92122897610255,500.07833298221993
0.00042301117433897847,499.921047706902,500.0785292819235
0.0004084969166509922,499.92086592147024,500.078725581613
0.0003944811723455317,499.92068363752634,500.0789218813012
0.00038094681925832856,499.9205008721927,500.0791181809879
0.00036787732330931553,499.92031764200357,500.07931448067296
0.0003552567183041705,499.9201339629254,500.0795107803562
0.000343069585815302,499.9199498503636,500.07970708005047
0.00033130103883143177,499.91976531923154,500.07990337972956
0.00031993669980128007,499.9195803838939,500.08009967940626
0.00030896268507576654,499.91939505822137,500.0802959790935
0.00029836558896058834,499.91920935563286,500.0804922787781
0.00028813246563204044,499.9190232890744,500.08068857845984
0.0002782508134448001,499.9188368710347,500.0808848781517
0.000268708560654875,499.9186501135856,500.0810811778536
0.00025949405055807523,499.91846302839707,500.08127747755225
0.0002505960263460144,499.918275626726,500.0814737772476
0.00024200361784155702,499.91808791944266,500.0816700769394
0.00023370632821945213,499.91789991704394,500.0818663766277
0.00022569402118306165,499.91771162966637,500.0820626763123
0.00021795690825682158,499.9175230670855,500.08225897600613
0.00021048553783738046,499.917334238766,500.082455275696
0.00020327078260170826,499.9171451538353,500.082651575382
0.00019630382844341285,499.9169558210946,500.0828478750769
0.00018957616456032777,499.9167662490678,500.0830441747675
0.00018307957216941314,499.9165764459738,500.0832404744539
0.00017680611477379594,499.9163864197492,500.08343677413586
0.00017074812825183103,499.91619617804514,500.08363307382643
0.0001648982121679468,499.9160057282752,500.0838293735124
0.0001592492200298708,499.91581507758593,500.08402567319376
0.00015379425062599217,499.91562423286564,500.0842219728835
0.00014852663998373949,499.91543320077835,500.08441827258144
0.00014343995316551636,499.9152419877721,500.0846145722745
0.00013852797606891194,499.915050600061,500.08481087196265
0.00013378470802412153,499.9148590436459,500.0850071716458
0.0001292043543440293,499.91466732430837,500.0852034713369
0.00012478131951458105,499.9144754476442,500.085399771036
0.00012051020030609946,499.91428341906953,500.0855960707298
0.00011638577894552736,499.91409124380226,500.08579237041846
0.00011240301687205474,499.913898926881,500.08598867010176
0.00010855704858181035,499.9137064731713,500.08618496977977
0.00010484317562108839,499.91351388735865,500.08638126946533
0.00010125686099726232,499.9133211739801,500.08657756915846
9.779372359324906e-5,499.9131283374298,500.08677386884614
9.444953269902773e-5,499.91293538193855,500.08697016852824
9.12202028833588e-5,499.9127423115788,500.08716646821773
8.810178908723516e-5,499.91254913029576,500.08736276791467
8.509048174992158e-5,499.91235584189883,500.08755906761894
8.218260216552353e-5,499.91216245007985,500.08775536731747
7.937459794862151e-5,499.9119689583913,500.0879516670102
7.666303872587209e-5,499.91177537026357,500.0881479666972
7.404461194531897e-5,499.9115816890092,500.0883442663783
7.15161188439026e-5,499.91138791781407,500.0885405660665
6.907447052812607e-5,499.911194059767,500.0887368657619
6.67166841966551e-5,499.9110001178509,500.08893316546437
6.44398794658059e-5,499.9108060949592,500.08912946516085
6.224127489684617e-5,499.9106119938733,500.0893257648513
6.011818462445212e-5,499.91041781726614,500.08952206454876
5.806801496304356e-5,499.9102235677444,500.0897183642401
5.6088261340729896e-5,499.91002924781276,500.08991466392536
5.417434816560755e-5,499.9098591357975,500.0900866898539
